date,price
datetime,float
T,
1980-05-01,40.124962
2000-05-08,40.125
1999-08-10,40.125
1996-12-12,40.125
1992-09-03,40.125
1992-08-13,40.125
1991-08-15,40.125
1991-08-13,40.125
1991-08-12,40.125
1991-05-31,40.125
1991-03-07,40.125
1991-03-05,40.125
2001-07-24,40.130001
2001-08-17,40.139999
2001-07-09,40.139999
2001-08-13,40.150002
2009-03-16,40.16
2001-08-20,40.169998
2001-03-23,40.169998
2001-08-14,40.200001
2001-06-29,40.200001
2001-09-07,40.209999
2000-10-17,40.220001
2001-05-17,40.25
2001-03-20,40.25
2000-07-10,40.25
2000-04-13,40.25
2000-01-25,40.25
1992-06-26,40.25
1992-06-25,40.25
1992-01-09,40.25
1991-08-23,40.25
1990-10-22,40.25
1990-08-01,40.25
2000-09-21,40.259998
2000-09-06,40.27
2001-05-07,40.279999
2001-03-26,40.279999
2009-03-02,40.299999
1999-12-20,40.3125
2001-08-22,40.330002
2000-08-31,40.349998
2001-05-24,40.360001
2000-09-14,40.369999
2000-08-02,40.375
1999-10-14,40.375
1999-10-13,40.375
1999-10-04,40.375
1999-08-19,40.375
1992-09-10,40.375
1992-09-09,40.375
1992-05-28,40.375
1992-01-10,40.375
1991-08-08,40.375
1991-08-07,40.375
1991-03-11,40.375
1991-03-01,40.375
1991-02-26,40.375
1988-02-09,40.375
1985-05-22,40.375
1985-05-08,40.375
1985-05-06,40.375
1983-11-08,40.375
1980-05-05,40.375038
1978-07-03,40.375038
2001-08-16,40.419998
2000-08-17,40.4375
2000-10-12,40.450001
2001-07-02,40.48
2001-08-23,40.5
2001-07-23,40.5
2000-04-10,40.5
1992-06-24,40.5
1992-06-23,40.5
1991-10-17,40.5
1991-10-16,40.5
1991-07-05,40.5
1991-06-11,40.5
1991-03-08,40.5
1987-12-30,40.5
1987-12-24,40.5
1985-05-23,40.5
1984-10-24,40.5
1984-08-02,40.5
2001-05-18,40.509998
2001-05-22,40.52
2000-08-29,40.540001
2000-09-22,40.549999
2001-07-05,40.599998
2001-05-21,40.610001
2001-07-25,40.619999
1979-11-26,40.624962
1978-06-12,40.624962
1992-09-14,40.625
1991-10-18,40.625
1991-06-06,40.625
1991-02-25,40.625
1991-02-22,40.625
1991-02-08,40.625
1985-05-14,40.625
1984-09-28,40.625
2000-10-13,40.639999
2000-08-22,40.6875
1999-12-08,40.6875
2000-08-28,40.709999
2000-09-13,40.720001
2000-09-25,40.75
2000-08-16,40.75
2000-01-27,40.75
1999-12-07,40.75
1999-11-04,40.75
1992-06-10,40.75
1992-05-29,40.75
1992-05-07,40.75
1991-08-02,40.75
1991-07-08,40.75
1985-05-30,40.75
1985-05-24,40.75
1984-09-27,40.75
1984-08-20,40.75
1979-11-29,40.75008
1979-11-16,40.75008
2001-08-08,40.759998
2001-03-16,40.799999
2000-08-10,40.8125
1999-08-11,40.8125
2001-06-01,40.849998
2001-10-29,40.860001
2000-07-05,40.875
1999-12-02,40.875
1996-11-06,40.875
1992-06-17,40.875
1992-01-08,40.875
1991-07-10,40.875
1991-06-17,40.875
1988-05-23,40.875
1980-04-30,40.875038
2001-07-26,40.880001
2001-07-27,40.889999
2001-04-02,40.919998
2001-02-28,40.93
2000-07-18,40.9375
2000-07-17,40.9375
1999-12-31,40.9375
1999-12-06,40.9375
1999-11-24,40.9375
1999-11-22,40.9375
2001-08-06,41
2001-08-03,41
2000-07-12,41
2000-01-24,41
1999-10-05,41
1996-12-18,41
1992-08-18,41
1992-06-16,41
1992-06-11,41
1992-06-09,41
1992-01-13,41
1991-08-06,41
1991-07-15,41
1991-02-21,41
1988-05-31,41
1987-12-07,41
1985-10-10,41
1985-05-29,41
1985-05-28,41
1985-05-20,41
1984-09-20,41
1984-08-15,41
1980-05-08,41
1979-11-27,41
1978-06-19,41
2001-07-30,41.009998
2001-03-01,41.02
2001-03-22,41.029999
2001-04-25,41.040001
2001-08-07,41.049999
2001-01-03,41.060001
2000-08-15,41.0625
2001-10-31,41.080002
2000-10-16,41.099998
2000-08-14,41.125
2000-04-11,41.125
1992-08-12,41.125
1992-06-15,41.125
1991-08-01,41.125
1991-07-17,41.125
1988-05-24,41.125
1988-05-20,41.125
2001-07-12,41.139999
2001-03-14,41.18
2001-01-11,41.200001
2001-07-03,41.220001
2001-03-29,41.220001
2001-01-22,41.23
1980-05-09,41.24992
1979-11-15,41.24992
2001-09-06,41.25
2001-07-20,41.25
2000-08-25,41.25
1999-11-26,41.25
1999-10-27,41.25
1992-08-17,41.25
1992-06-08,41.25
1992-06-05,41.25
1992-05-27,41.25
1992-05-26,41.25
1992-05-08,41.25
1991-07-09,41.25
1991-06-03,41.25
1991-02-28,41.25
1988-06-01,41.25
1985-05-15,41.25
1984-09-05,41.25
1984-09-04,41.25
1984-08-16,41.25
2001-05-04,41.279999
2001-04-26,41.299999
2001-08-27,41.310001
1999-08-18,41.3125
2001-03-15,41.32
2001-08-24,41.349998
2001-05-03,41.349998
2001-07-31,41.369999
2001-07-19,41.369999
1996-12-16,41.375
1992-09-02,41.375
1992-06-12,41.375
1992-06-04,41.375
1991-07-11,41.375
1991-06-14,41.375
1991-02-20,41.375
1985-05-16,41.375
1985-05-13,41.375
1984-10-23,41.375
1983-11-11,41.375
1981-02-20,41.375038
1981-02-19,41.375038
1981-01-08,41.375038
2000-10-23,41.380001
2001-07-18,41.400002
1999-11-03,41.4375
2001-02-26,41.450001
2001-04-18,41.490002
2001-01-18,41.5
2001-01-12,41.5
2000-01-04,41.5
1999-12-30,41.5
1999-11-01,41.5
1996-11-05,41.5
1991-07-16,41.5
1991-07-12,41.5
1988-05-18,41.5
1987-12-23,41.5
1987-12-04,41.5
1985-06-13,41.5
1985-05-17,41.5
1981-01-14,41.5
1981-01-07,41.5
1980-12-17,41.5
1980-12-05,41.5
1980-05-02,41.5
1979-11-28,41.5
2000-08-11,41.5625
2000-04-12,41.5625
1999-08-23,41.5625
1978-05-18,41.624962
1999-10-06,41.625
1996-12-13,41.625
1992-10-16,41.625
1992-06-02,41.625
1992-06-01,41.625
1991-06-05,41.625
1991-05-09,41.625
1991-02-27,41.625
1990-07-31,41.625
1984-10-22,41.625
1983-11-10,41.625
2001-03-30,41.68
2001-02-23,41.68
1999-11-23,41.6875
2001-08-01,41.700001
2001-02-27,41.700001
1999-12-01,41.734379
2001-08-02,41.740002
2000-01-21,41.75
1999-08-12,41.75
1999-08-04,41.75
1992-07-22,41.75
1992-06-03,41.75
1991-07-31,41.75
1991-07-30,41.75
1991-02-07,41.75
1988-08-16,41.75
1988-08-15,41.75
1988-07-28,41.75
1988-06-03,41.75
1988-05-19,41.75
1987-12-18,41.75
1985-06-20,41.75
1984-08-17,41.75
1981-01-15,41.75
1980-04-29,41.75008
1980-04-28,41.75008
1979-12-10,41.75008
1979-12-07,41.75008
2000-10-09,41.799999
2001-04-24,41.810001
2000-07-13,41.8125
2001-05-01,41.830002
2001-07-16,41.849998
2000-10-25,41.849998
1978-07-06,41.874882
1978-05-17,41.874882
1999-11-05,41.875
1996-12-17,41.875
1996-11-15,41.875
1992-01-14,41.875
1991-02-14,41.875
1988-08-10,41.875
1988-07-27,41.875
1988-07-25,41.875
1988-06-02,41.875
1988-01-06,41.875
1985-06-12,41.875
1984-10-19,41.875
1981-02-23,41.875038
1980-07-02,41.875038
2009-03-20,41.900002
2001-03-12,41.900002
2001-01-10,41.91
2001-03-19,41.93
1999-12-03,41.9375
1999-11-02,41.9375
1999-08-24,41.9375
2001-03-02,41.950001
2000-12-14,41.970001
2009-03-17,41.98
2001-03-28,41.98
2001-03-27,41.98
2001-03-13,42
2001-02-22,42
1999-12-27,42
1999-08-30,42
1996-11-19,42
1996-11-18,42
1996-11-13,42
1992-08-14,42
1992-07-21,42
1992-05-11,42
1991-07-25,42
1991-07-18,42
1991-02-13,42
1990-07-30,42
1988-08-12,42
1988-07-26,42
1987-12-16,42
1987-12-03,42
1985-05-09,42
1984-08-31,42
1984-08-06,42
1981-02-18,42
1981-02-02,42
1980-12-18,42
1980-05-12,42
2001-02-21,42.009998
2001-01-24,42.040001
2001-08-30,42.049999
2001-04-30,42.07
2001-07-13,42.080002
2001-08-31,42.099998
2001-11-01,42.110001
1982-05-26,42.124962
1981-01-13,42.124962
1999-08-17,42.125
1996-11-20,42.125
1996-11-11,42.125
1991-01-30,42.125
1988-08-11,42.125
1988-07-29,42.125
1988-07-22,42.125
1988-02-10,42.125
1988-01-07,42.125
1984-10-18,42.125
1984-08-30,42.125
1984-08-08,42.125
1984-08-07,42.125
1983-11-15,42.125
1983-11-09,42.125
2001-07-17,42.130001
2001-09-05,42.18
1999-11-30,42.1875
1999-11-19,42.1875
1980-05-13,42.24992
1978-06-16,42.24992
1978-05-16,42.24992
2001-11-02,42.25
2000-09-26,42.25
1999-12-29,42.25
1999-10-12,42.25
1996-11-21,42.25
1996-11-14,42.25
1992-05-06,42.25
1992-04-08,42.25
1991-07-29,42.25
1991-07-24,42.25
1991-07-22,42.25
1988-08-22,42.25
1988-08-09,42.25
1988-08-08,42.25
1988-08-04,42.25
1985-10-09,42.25
1985-06-19,42.25
1983-11-01,42.25
1982-06-04,42.25
1981-01-09,42.25
1980-12-24,42.25
1980-12-04,42.25
2001-01-09,42.27
2000-10-26,42.299999
2000-10-19,42.299999
1999-10-08,42.3125
1999-08-09,42.3125
2001-08-28,42.349998
2001-01-16,42.349998
2001-04-23,42.369999
2000-01-26,42.375
1999-12-28,42.375
1996-12-06,42.375
1996-11-22,42.375
1996-11-07,42.375
1992-07-23,42.375
1992-05-19,42.375
1992-05-15,42.375
1992-05-01,42.375
1991-07-23,42.375
1991-07-19,42.375
1988-08-19,42.375
1988-05-17,42.375
1988-02-12,42.375
1985-06-17,42.375
1984-09-07,42.375
1984-08-29,42.375
1984-01-27,42.375
1983-11-14,42.375
1983-11-04,42.375
1983-11-02,42.375
1982-05-25,42.375038
1981-02-17,42.375038
1981-02-11,42.375038
2000-07-14,42.4375
2000-01-05,42.4375
1999-08-31,42.4375
1999-08-06,42.4375
2001-04-27,42.48
2001-03-05,42.48
1978-07-07,42.49984
2000-01-20,42.5
1992-07-30,42.5
1992-07-27,42.5
1992-07-24,42.5
1992-05-12,42.5
1992-02-07,42.5
1988-08-23,42.5
1988-08-18,42.5
1988-08-01,42.5
1988-06-06,42.5
1988-05-13,42.5
1988-02-11,42.5
1988-01-04,42.5
1985-06-18,42.5
1985-05-10,42.5
1984-08-28,42.5
1983-11-07,42.5
1981-02-25,42.5
1981-02-24,42.5
1981-02-12,42.5
1981-02-03,42.5
1981-01-12,42.5
1980-12-26,42.5
1980-12-23,42.5
1980-12-19,42.5
1980-12-02,42.5
2001-09-04,42.529999
2000-10-24,42.529999
2009-03-04,42.580002
2001-03-21,42.599998
2000-10-11,42.619999
1982-08-13,42.624962
1982-08-10,42.624962
1981-02-09,42.624962
1980-12-29,42.624962
1980-12-01,42.624962
1997-01-08,42.625
1996-12-24,42.625
1996-12-23,42.625
1996-12-19,42.625
1996-12-11,42.625
1996-12-09,42.625
1992-05-22,42.625
1992-05-20,42.625
1992-02-05,42.625
1991-02-05,42.625
1990-07-27,42.625
1988-09-01,42.625
1988-08-17,42.625
1985-06-11,42.625
1984-09-10,42.625
1984-01-26,42.625
2000-10-20,42.669998
2001-05-02,42.75
2000-10-06,42.75
1999-10-11,42.75
1999-08-16,42.75
1996-11-12,42.75
1996-11-08,42.75
1992-10-20,42.75
1992-10-19,42.75
1992-07-31,42.75
1992-07-20,42.75
1992-06-29,42.75
1992-05-14,42.75
1992-05-13,42.75
1992-04-07,42.75
1991-07-26,42.75
1991-02-19,42.75
1991-02-15,42.75
1991-02-12,42.75
1991-01-31,42.75
1989-05-03,42.75
1988-08-25,42.75
1988-08-05,42.75
1988-08-02,42.75
1984-08-21,42.75
1984-08-14,42.75
1984-08-09,42.75
1983-11-03,42.75
1982-08-12,42.75
1982-05-27,42.75
1981-02-13,42.75
1981-02-04,42.75
1981-01-30,42.75
1980-12-30,42.75
1980-05-15,42.75008
1980-05-07,42.75008
1980-03-27,42.75008
1979-12-06,42.75008
2002-09-18,42.799999
2000-09-27,42.799999
2001-01-23,42.84
1978-06-13,42.874882
1999-12-16,42.875
1999-11-29,42.875
1996-12-05,42.875
1992-10-23,42.875
1992-10-22,42.875
1992-07-17,42.875
1992-05-21,42.875
1992-05-18,42.875
1992-02-04,42.875
1988-08-24,42.875
1988-08-03,42.875
1988-06-21,42.875
1988-06-20,42.875
1988-05-12,42.875
1985-06-26,42.875
1985-06-24,42.875
1985-06-14,42.875
1984-09-06,42.875
1984-08-27,42.875
1984-08-03,42.875
1984-01-25,42.875
1982-08-16,42.875038
1982-08-11,42.875038
1982-06-03,42.875038
1981-02-10,42.875038
1980-12-03,42.875038
1980-11-05,42.875038
1980-07-01,42.875038
1979-12-11,42.875038
2000-01-03,42.9375
1999-10-28,42.9375
1999-10-07,42.9375
2001-08-29,42.990002
1999-08-13,43
1992-10-21,43
1992-07-29,43
1992-07-16,43
1992-02-03,43
1992-01-28,43
1992-01-21,43
1989-06-30,43
1989-06-29,43
1988-06-17,43
1985-10-11,43
1985-10-08,43
1985-06-03,43
1984-09-19,43
1984-09-18,43
1984-09-11,43
1984-08-22,43
1984-01-23,43
1982-08-06,43
1980-06-05,43
1979-11-30,43
2009-03-18,43.049999
2000-10-27,43.060001
1999-11-17,43.0625
1999-10-29,43.0625
1999-08-27,43.0625
1999-08-05,43.0625
2001-02-07,43.09
2001-03-06,43.119999
1982-08-09,43.124962
1996-12-20,43.125
1996-12-04,43.125
1992-08-04,43.125
1992-08-03,43.125
1988-01-05,43.125
1984-08-13,43.125
2001-01-08,43.130001
2001-03-07,43.200001
2009-02-27,43.209999
1980-07-08,43.24992
1980-07-03,43.24992
1980-06-09,43.24992
1980-06-06,43.24992
1979-12-12,43.24992
1979-12-05,43.24992
1979-12-04,43.24992
1978-07-13,43.24992
1978-07-10,43.24992
1999-11-10,43.25
1996-12-10,43.25
1992-08-05,43.25
1992-07-28,43.25
1991-02-06,43.25
1991-02-01,43.25
1990-07-25,43.25
1989-07-06,43.25
1989-07-05,43.25
1989-05-05,43.25
1988-11-17,43.25
1988-08-26,43.25
1988-07-13,43.25
1988-06-16,43.25
1988-05-16,43.25
1988-05-11,43.25
1988-02-16,43.25
1987-12-21,43.25
1987-12-02,43.25
1985-06-21,43.25
1982-08-04,43.25
1982-06-08,43.25
1982-05-28,43.25
2009-03-25,43.27
2001-02-20,43.279999
2009-02-26,43.330002
2001-02-09,43.330002
2001-04-19,43.349998
2000-10-10,43.349998
1999-11-18,43.375
1992-08-11,43.375
1992-08-10,43.375
1992-04-06,43.375
1992-02-06,43.375
1991-02-11,43.375
1989-07-03,43.375
1989-05-04,43.375
1989-05-01,43.375
1988-07-21,43.375
1988-07-20,43.375
1988-07-19,43.375
1988-06-09,43.375
1988-06-07,43.375
1985-06-10,43.375
1985-06-04,43.375
1984-08-10,43.375
1980-07-07,43.375038
1979-12-03,43.375038
2001-11-05,43.400002
2001-01-25,43.400002
2000-10-02,43.450001
2001-04-20,43.5
1997-01-07,43.5
1996-12-03,43.5
1992-04-30,43.5
1989-04-28,43.5
1985-10-07,43.5
1985-05-31,43.5
1984-09-17,43.5
1984-08-24,43.5
1984-08-23,43.5
1982-06-07,43.5
1980-11-10,43.5
1980-05-14,43.5
1978-07-12,43.50016
1978-06-15,43.50016
1978-06-14,43.50016
2009-03-24,43.57
1982-06-17,43.624962
1982-06-01,43.624962
1997-01-06,43.625
1997-01-02,43.625
1992-08-07,43.625
1992-08-06,43.625
1992-01-23,43.625
1992-01-20,43.625
1991-06-04,43.625
1988-08-31,43.625
1988-07-18,43.625
1988-07-08,43.625
1988-06-23,43.625
1988-06-22,43.625
1987-12-22,43.625
1987-12-01,43.625
1985-07-02,43.625
1985-06-25,43.625
1985-06-05,43.625
2001-02-14,43.650002
2001-02-12,43.68
1999-09-15,43.6875
2001-01-26,43.709999
2001-01-17,43.75
1997-01-13,43.75
1997-01-10,43.75
1996-12-26,43.75
1996-11-27,43.75
1992-05-05,43.75
1992-01-31,43.75
1992-01-27,43.75
1990-07-26,43.75
1990-07-24,43.75
1989-07-07,43.75
1989-06-21,43.75
1989-05-08,43.75
1989-05-02,43.75
1988-07-15,43.75
1988-07-12,43.75
1988-06-10,43.75
1988-05-09,43.75
1988-03-18,43.75
1985-07-03,43.75
1985-07-01,43.75
1984-01-24,43.75
1981-02-06,43.75
1980-12-22,43.75
1980-05-16,43.75008
2001-02-06,43.799999
2001-01-05,43.810001
1999-08-03,43.8125
2001-03-08,43.849998
1978-07-14,43.874882
1997-01-09,43.875
1996-12-27,43.875
1992-04-29,43.875
1992-04-27,43.875
1992-01-29,43.875
1989-12-19,43.875
1989-05-10,43.875
1988-07-11,43.875
1988-05-06,43.875
1985-10-02,43.875
1985-09-30,43.875
1980-07-09,43.875038
2001-03-09,43.919998
2002-09-16,43.970001
1999-11-09,44
1999-07-26,44
1992-05-04,44
1992-04-28,44
1992-01-24,44
1992-01-22,44
1989-06-22,44
1989-05-09,44
1988-08-29,44
1988-07-14,44
1988-07-07,44
1988-06-15,44
1988-05-10,44
1988-03-02,44
1988-03-01,44
1988-02-17,44
1987-11-30,44
1985-07-09,44
1985-07-08,44
1984-09-12,44
1983-12-05,44
1981-02-05,44
1981-01-06,44
1980-11-11,44
1980-11-06,44
1980-07-10,44
1980-05-19,44
2001-01-29,44.029999
2000-10-03,44.049999
1999-09-01,44.0625
2009-03-30,44.080002
2001-11-07,44.099998
1982-07-02,44.124962
1982-07-01,44.124962
1982-06-18,44.124962
1980-11-28,44.124962
1980-04-21,44.124962
1999-09-02,44.125
1999-08-26,44.125
1996-12-02,44.125
1992-04-22,44.125
1992-04-21,44.125
1992-01-17,44.125
1989-06-28,44.125
1988-11-16,44.125
1988-09-02,44.125
1988-07-01,44.125
1988-06-13,44.125
1988-06-08,44.125
1985-07-11,44.125
1985-07-10,44.125
1983-11-16,44.125
1978-07-11,44.125118
2000-10-05,44.150002
2001-02-05,44.18
2000-01-18,44.1875
2000-01-19,44.25
1996-11-29,44.25
1996-11-25,44.25
1992-02-10,44.25
1990-01-30,44.25
1990-01-22,44.25
1989-06-26,44.25
1989-06-23,44.25
1989-05-11,44.25
1988-08-30,44.25
1988-07-06,44.25
1988-03-03,44.25
1988-02-24,44.25
1985-10-21,44.25
1985-10-03,44.25
1985-07-05,44.25
1985-06-27,44.25
1982-08-05,44.25
1982-06-16,44.25
1982-06-09,44.25
1982-06-02,44.25
1981-03-03,44.25
1981-02-27,44.25
1981-01-22,44.25
1980-12-31,44.25
1980-11-24,44.25
1980-11-07,44.25
2001-01-04,44.259998
2001-02-02,44.290001
1999-11-08,44.3125
2009-02-25,44.32
2000-09-29,44.34
2001-11-06,44.349998
1998-10-01,44.375
1989-06-20,44.375
1988-11-25,44.375
1988-09-15,44.375
1985-10-04,44.375
1985-06-28,44.375
1984-09-14,44.375
1984-01-13,44.375
1983-12-02,44.375
1980-11-26,44.375038
1980-03-25,44.375038
2002-09-17,44.400002
1999-11-16,44.4375
2001-01-30,44.439999
2009-03-31,44.490002
2002-09-13,44.5
1997-01-14,44.5
1997-01-03,44.5
1996-12-31,44.5
1992-01-30,44.5
1991-02-04,44.5
1990-07-23,44.5
1990-07-10,44.5
1990-01-25,44.5
1990-01-24,44.5
1989-12-18,44.5
1989-06-19,44.5
1988-06-14,44.5
1985-10-14,44.5
1984-01-20,44.5
1982-08-19,44.5
1982-05-24,44.5
1981-03-02,44.5
1981-01-26,44.5
1981-01-23,44.5
2009-03-23,44.540001
2009-02-23,44.549999
2001-02-16,44.59
2001-11-28,44.610001
1981-03-04,44.624962
1981-01-16,44.624962
1980-05-30,44.624962
1980-03-26,44.624962
1999-11-15,44.625
1996-12-30,44.625
1993-06-14,44.625
1992-04-09,44.625
1990-07-11,44.625
1990-01-29,44.625
1990-01-26,44.625
1989-12-26,44.625
1988-03-17,44.625
1988-03-04,44.625
1983-12-06,44.625
2001-11-08,44.669998
2001-02-13,44.700001
1999-11-11,44.75
1999-08-02,44.75
1999-07-30,44.75
1999-07-27,44.75
1993-06-16,44.75
1990-01-23,44.75
1989-12-27,44.75
1989-12-21,44.75
1988-03-21,44.75
1988-02-18,44.75
1985-10-18,44.75
1985-06-07,44.75
1985-06-06,44.75
1984-09-13,44.75
1983-11-17,44.75
1982-07-07,44.75
1982-05-21,44.75
1982-03-08,44.75
1981-01-29,44.75
1980-11-25,44.75
1998-09-30,44.8125
2001-02-08,44.860001
1996-11-26,44.875
1993-06-11,44.875
1992-10-28,44.875
1992-07-08,44.875
1992-04-24,44.875
1992-01-15,44.875
1990-07-05,44.875
1990-02-01,44.875
1989-07-10,44.875
1989-06-27,44.875
1989-04-27,44.875
1989-04-03,44.875
1988-11-22,44.875
1988-09-19,44.875
1988-09-14,44.875
1988-05-05,44.875
1988-05-04,44.875
1988-03-16,44.875
1988-02-25,44.875
1988-02-23,44.875
1988-02-19,44.875
1984-01-19,44.875
1983-11-30,44.875
1982-07-06,44.875038
1982-06-30,44.875038
1982-06-29,44.875038
1981-02-26,44.875038
2002-08-05,44.900002
2001-11-12,44.900002
1999-09-14,44.9375
1998-10-05,44.9375
2009-04-01,44.959999
2001-11-09,44.959999
2000-10-04,45
2000-09-28,45
1999-07-23,45
1993-06-18,45
1993-06-17,45
1993-06-15,45
1993-06-10,45
1992-10-26,45
1992-04-23,45
1992-04-03,45
1990-07-20,45
1990-07-03,45
1990-01-31,45
1989-12-22,45
1989-03-30,45
1989-03-28,45
1989-03-22,45
1988-11-18,45
1988-09-06,45
1988-07-05,45
1988-06-29,45
1988-06-27,45
1988-04-20,45
1988-03-15,45
1988-03-14,45
1988-02-29,45
1988-02-22,45
1985-10-22,45
1985-10-17,45
1985-09-26,45
1984-01-16,45
1984-01-12,45
1983-12-08,45
1982-05-20,45
1982-05-19,45
1981-03-05,45
1981-01-21,45
1981-01-20,45
1981-01-19,45
1980-07-11,45
1980-06-04,45
1980-05-29,45
1980-05-27,45
1980-05-20,45
1980-01-02,45
1999-09-07,45.0625
1998-10-02,45.0625
2009-03-19,45.099998
2001-02-15,45.119999
1982-08-03,45.124962
1982-06-15,45.124962
1980-04-18,45.124962
1992-10-30,45.125
1992-10-27,45.125
1992-06-30,45.125
1992-04-20,45.125
1990-07-02,45.125
1989-12-20,45.125
1989-12-07,45.125
1989-04-12,45.125
1989-04-10,45.125
1989-04-04,45.125
1989-03-31,45.125
1989-03-23,45.125
1988-09-13,45.125
1988-09-12,45.125
1988-09-07,45.125
1988-06-30,45.125
1988-02-26,45.125
1984-01-18,45.125
1984-01-17,45.125
1984-01-04,45.125
1983-12-09,45.125
2002-09-12,45.150002
2000-11-10,45.169998
1980-06-10,45.24992
2001-11-29,45.25
2000-01-12,45.25
1999-08-25,45.25
1993-06-21,45.25
1992-07-09,45.25
1992-07-07,45.25
1990-07-09,45.25
1990-06-29,45.25
1990-06-28,45.25
1989-05-16,45.25
1989-05-12,45.25
1989-04-11,45.25
1988-09-16,45.25
1985-10-23,45.25
1985-10-16,45.25
1985-10-15,45.25
1984-01-03,45.25
1982-06-25,45.25
1982-06-21,45.25
1982-05-10,45.25
1981-01-28,45.25
1980-11-21,45.25
2001-11-27,45.27
2001-02-01,45.27
2000-11-13,45.27
1999-07-29,45.3125
2001-11-20,45.369999
1997-01-15,45.375
1989-06-16,45.375
1989-05-15,45.375
1989-04-07,45.375
1989-04-05,45.375
1989-03-29,45.375
1988-11-21,45.375
1988-03-11,45.375
1985-10-01,45.375
1983-12-01,45.375
1982-06-28,45.375038
1982-06-14,45.375038
1981-01-02,45.375038
2001-11-21,45.380001
2001-01-31,45.380001
1999-09-03,45.4375
2001-12-03,45.450001
1993-06-09,45.5
1993-06-03,45.5
1992-11-03,45.5
1990-07-12,45.5
1990-07-06,45.5
1990-02-07,45.5
1989-12-28,45.5
1989-12-14,45.5
1989-04-26,45.5
1989-04-13,45.5
1989-03-27,45.5
1989-03-21,45.5
1988-11-15,45.5
1988-11-14,45.5
1988-09-09,45.5
1988-06-28,45.5
1988-03-10,45.5
1984-01-11,45.5
1982-06-22,45.5
1981-01-27,45.5
1980-06-03,45.5
1980-05-21,45.5
1979-12-13,45.5
1999-11-12,45.5625
1999-09-13,45.5625
2001-11-16,45.599998
1982-05-18,45.624962
1980-06-24,45.624962
2000-01-11,45.625
1998-10-08,45.625
1993-07-07,45.625
1992-07-15,45.625
1990-02-05,45.625
1989-12-15,45.625
1989-07-12,45.625
1989-07-11,45.625
1988-11-28,45.625
1988-11-11,45.625
1988-09-20,45.625
1988-04-21,45.625
1985-07-12,45.625
1983-12-07,45.625
2009-03-27,45.68
2000-11-14,45.75
1993-06-29,45.75
1993-06-23,45.75
1993-06-22,45.75
1992-10-29,45.75
1992-07-06,45.75
1992-01-16,45.75
1990-05-25,45.75
1990-02-02,45.75
1989-12-29,45.75
1989-12-06,45.75
1989-07-13,45.75
1989-06-15,45.75
1989-04-06,45.75
1988-09-08,45.75
1988-06-24,45.75
1983-12-27,45.75
1982-06-24,45.75
1982-05-07,45.75
1980-06-23,45.75008
1980-06-02,45.75008
1978-07-26,45.75008
1978-07-25,45.75008
1978-07-18,45.75008
1978-07-17,45.75008
2002-09-05,45.830002
2001-11-30,45.860001
1993-07-12,45.875
1993-06-24,45.875
1992-04-13,45.875
1990-06-27,45.875
1990-01-15,45.875
1989-12-08,45.875
1989-05-18,45.875
1989-04-20,45.875
1988-04-29,45.875
1988-04-19,45.875
1988-04-14,45.875
1982-05-17,45.875038
1982-03-11,45.875038
1981-03-06,45.875038
1980-11-20,45.875038
1980-11-13,45.875038
2002-07-24,45.950001
2001-11-26,45.950001
2002-07-23,45.990002
2002-09-11,46
2002-09-10,46
2002-07-22,46
2000-11-01,46
1990-07-19,46
1990-05-24,46
1990-02-06,46
1990-01-17,46
1989-04-25,46
1988-05-03,46
1988-04-27,46
1988-04-04,46
1988-03-24,46
1988-03-22,46
1987-10-26,46
1983-12-29,46
1983-12-28,46
1983-12-23,46
1983-11-18,46
1982-07-29,46
1982-07-08,46
1982-06-10,46
1980-06-30,46
1980-06-25,46
1980-06-20,46
1980-05-28,46
1980-05-23,46
1980-03-28,46
1980-01-03,46
2002-09-03,46.029999
2000-11-07,46.029999
1982-07-30,46.124962
1993-06-08,46.125
1992-07-02,46.125
1992-07-01,46.125
1992-04-10,46.125
1990-06-26,46.125
1989-12-13,46.125
1989-07-24,46.125
1989-05-17,46.125
1988-11-23,46.125
1988-04-28,46.125
1988-04-18,46.125
1988-03-30,46.125
1978-07-31,46.125118
1978-07-24,46.125118
1978-07-21,46.125118
2000-11-09,46.200001
1980-07-16,46.24992
1980-07-15,46.24992
1980-06-19,46.24992
1980-05-22,46.24992
1999-09-10,46.25
1999-07-22,46.25
1993-06-25,46.25
1992-07-10,46.25
1992-04-02,46.25
1992-03-30,46.25
1990-05-31,46.25
1990-02-16,46.25
1989-12-11,46.25
1989-07-25,46.25
1989-07-18,46.25
1989-07-14,46.25
1989-05-19,46.25
1989-04-19,46.25
1985-10-31,46.25
1985-10-30,46.25
1985-10-29,46.25
1985-10-28,46.25
1985-09-13,46.25
1984-01-05,46.25
1983-12-30,46.25
1983-12-16,46.25
1983-12-15,46.25
1982-03-17,46.25
1982-03-12,46.25
1982-03-09,46.25
1981-01-05,46.25
1980-11-19,46.25
1980-11-12,46.25
2001-11-19,46.259998
2000-12-13,46.279999
2000-11-08,46.310001
1999-07-21,46.3125
1998-10-09,46.375
1997-01-16,46.375
1992-11-02,46.375
1992-07-13,46.375
1992-04-14,46.375
1990-01-12,46.375
1989-12-12,46.375
1989-07-17,46.375
1988-12-06,46.375
1988-03-31,46.375
1988-03-08,46.375
1985-11-04,46.375
